ID;OBJETO_OBRA;CANTIDAD_OBJETOS;MATERIAL;DENOMINACION_SIMBOLIZA;AUTORES;UBICACION;OBSERVACIONES;DIRECCION_NORMALIZADA;CALLE;ALTURA;BARRIO;COMUNA;CODIGA_POSTAL;CODIGO_POSTAL_ARGENTINO;LATITUD;LONGITUD
390;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 106;D.G.O.M.;PZTA JUVENILIA;PZTA JUVENILIA;ALVEAR, MARCELO T. DE 600;ALVEAR, MARCELO T. DE;600;RETIRO;COMUNA 1;1058;C1058AAF;-34.59627232323628;-58.37530884184816
392;PLACA Y MONOLITO;1;ALUMINIO;ESCUDO DE CORRIENTES;M.O.A.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
393;PLACA Y MONOLITO;1;ALUMINIO;ESCUDO DE SANTA FE;M.O.A.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
394;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.AL DR. HONORIO PUEYRREDON;D.G.O.M.;JUNCAL, CERRITO Y C PELLEGRINI;JUNCAL, CERRITO Y C PELLEGRINI;JUNCAL Y CERRITO;JUNCAL;;RETIRO;COMUNA 1;;;-34.59283006484188;-58.38284331592998
397;PLACA Y MONOLITO;1;ALUMINIO;ESCUDO DE BUENOS AIRES;M.O.A.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
400;PLACA Y MONOLITO;1;ALUMINIO;ESCUDO DE LA PAMPA;M.O.A.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
404;PLACA Y MONOLITO;1;ALUMINIO;ESCUDO DEL SAN LUIS;M.O.A.;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
405;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;MAPA DE LA REPUBLICA ARGENTINA;TOTO, CARLOS MARIA;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
406;PLACA;1;MARMOL;HJE. 1°IZAMIENTO BANDERA NACIONAL;;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
407;PLACA;1;MARMOL;HJE. A ALBERTO PREBISCH;;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
408;PLACA;1;MARMOL;POEMA EL OBELISCO DE B.F. MORENO;;PLAZA DE LA REPUBLICA;PLAZA DE LA REPUBLICA;CORRIENTES AV. 1066;CORRIENTES AV.;1066;SAN NICOLAS;COMUNA 1;1043;C1043AAX;-34.6036068647746;-58.38180145567765
411;MASTIL;1;HIERRO Y MAMPOSTERIA;HOMENAJE A LA BANDERA;D.G.O.P.;AV SANTA FE N 2301;AV SANTA FE N 2301;SANTA FE AV. 2301;SANTA FE AV.;2301;RECOLETA;COMUNA 2;1123;C1123AAF;-34.595011159014376;-58.39997825693598
420;PLACA;1;BRONCE;HJE. AL CAP.V.ALMANDOS ALMONACID;D.G.O.P.;CANTERO CENTRAL PROV DE LA RIOJA;CANTERO CENTRAL PROV DE LA RIOJA;LIMA Y ALSINA, ADOLFO;LIMA;;MONSERRAT;COMUNA 1;;;-34.61082739540251;-58.38186780362632
421;PLACA;1;MARMOL;HJE. A DIMITAR PESHEV;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
422;PLACA;1;MARMOL;HJE. A MARIA ERRAZURIZ;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
423;PLACA;1;BRONCE;HJE. AL BARRIO PARQUE C.SAAVEDRA;D.G.O.P.;BARRIO BRIG GRAL C DE SAAVEDRA;BARRIO BRIG GRAL C DE SAAVEDRA;PINTO Y GARCIA DEL RIO;PINTO;;SAAVEDRA;COMUNA 12;;;-34.55024900771412;-58.4770418303255
425;PLACA;1;BRONCE;HJE.A CARLOS A. PUEYRREDON;D.G.O.P.;PZTA DR CARLOS A PUEYRREDON;PZTA DR CARLOS A PUEYRREDON;BELLO, ANDRES Y ALSINA, VALENTIN AV.;BELLO, ANDRES;;PALERMO;COMUNA 14;;;-34.56267673245753;-58.42337261635898
426;PLACA;1;MARMOL;HJE. A ZARKO DOLINAR;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
428;PLACA;1;MARMOL;HJE. AL PUEBLO DANES;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
430;PLACA;1;BRONCE;NOMENCLATURA MTO. HJE. DEMOCRACIA;D.G.O.P.;PZTA PROVINCIA DE TUCUMAN;PZTA PROVINCIA DE TUCUMAN;;;;;;;;;
432;PLACA;1;MARMOL;HJE. A JULES GERAUD SALIEGE;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
433;PLACA;1;MARMOL;HJE. A DIMITRIOS CHRYSOSTOMOS;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
434;PLACA;1;MARMOL;HJE. A ISTVAN ZSIGMOND;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
435;PLACA;1;MARMOL;HJE. A GIORGIO PEÑASCA;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
436;PLACA;1;MARMOL;HJE. A SEMPO SUGIHARA;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
437;PLACA;1;MARMOL;HJE. A ANTANAS BABONAS;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
438;PLACA;1;MARMOL;HJE. A JOSE MARIA BARRETO;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
439;PLACA;1;MARMOL;HJE. A ANNA BORKOWSKA;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
440;PLACA;1;MARMOL;HJE. A MILENA HERBENOVA;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
442;PLACA;1;MARMOL;HJE. A RAOUL WALLENBERG;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
443;PLACA;1;MARMOL;HJE. A SELAHATTIN ÌLKÌMEN;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
444;PLACA;1;MARMOL;HJE. A PAVEL Y LYUBOY GERASIMCHIK;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
445;PLACA;1;MARMOL;HJE. A JOSEARTURO CASTELLANOS;;PLAZA DE LA SHOA;PLAZA DE LA SHOA;DEL LIBERTADOR AV. 3883;DEL LIBERTADOR AV.;3883;PALERMO;COMUNA 14;1425;C1425ABL;-34.571531773964686;-58.42281214797015
446;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.MUN.A PUEBLOS HERMANOS DE AMERICA;D.G.O.M;PLAZA DE LAS AMERICAS;PLAZA DE LAS AMERICAS;SARMIENTO Y PARANA;SARMIENTO;;SAN NICOLAS;COMUNA 1;;;-34.60535922273024;-58.38789791829172
447;MONOLITO;1;MAMPOSTERIA Y GRANITO;SUSTENTACION DE PLACA 2365;D.G.O.M Y M.O.A.;PLAZA DE LAS AMERICAS;PLAZA DE LAS AMERICAS;SARMIENTO Y PARANA;SARMIENTO;;SAN NICOLAS;COMUNA 1;;;-34.60535922273024;-58.38789791829172
452;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.AL COMISARIO GENERAL J.A.PIRKER;D.G.O.P.;PASEO COMISARIO GENERAL J A PIRKE;PASEO COMISARIO GENERAL J A PIRKE;CARABOBO AV. Y PERON, EVA AV.;CARABOBO AV.;;FLORES;COMUNA 7;;;-34.637461159689906;-58.45144210241295
454;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL POETA P. GARCIA CABRERA;D.G.O.P.;C CENTRAL ISLAS CANARIAS;C CENTRAL ISLAS CANARIAS;RABANAL, FRANCISCO, INTENDENTE AV. Y VEDIA, AGUSTIN DE;RABANAL, FRANCISCO, INTENDENTE AV.;;NUEVA POMPEYA;COMUNA 4;;;-34.65632669434478;-58.42190877813544
456;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZA;M.O.A.;PLAZA DE LAS NACIONES UNIDAS;PLAZA DE LAS NACIONES UNIDAS;FIGUEROA ALCORTA, PRES. AV. 2300;FIGUEROA ALCORTA, PRES. AV.;2300;RECOLETA;COMUNA 2;1425;C1425CKO;-34.583019199953235;-58.39326278540908
457;MASTIL;1;HIERRO Y MAMPOSTERIA;HOMENAJE A LA BANDERA;;PLAZA DE LAS NACIONES UNIDAS;PLAZA DE LAS NACIONES UNIDAS;FIGUEROA ALCORTA, PRES. AV. 2300;FIGUEROA ALCORTA, PRES. AV.;2300;RECOLETA;COMUNA 2;1425;C1425CKO;-34.583019199953235;-58.39326278540908
461;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL OBISPO ENRIQUE ANGELELLI;D.G.O.P.;CANTERO CENTRAL PROV DE LA RIOJA;CANTERO CENTRAL PROV DE LA RIOJA;LIMA Y ALSINA, ADOLFO;LIMA;;MONSERRAT;COMUNA 1;;;-34.61082739540251;-58.38186780362632
462;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A NINI MARSHALL;D.G.O.P.;PZTA CAMPAÑA DEL CHACO;PZTA CAMPA?A DEL CHACO;CALABRIA AV. Y RAWSON DE DELLEPIANE, ELVIRA AV.;CALABRIA AV.;;PUERTO MADERO;COMUNA 1;;;-34.61924936713924;-58.357711582545946
464;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.AL VII CONGRESO FORESTAL;;PLAZA DE LAS NACIONES UNIDAS;PLAZA DE LAS NACIONES UNIDAS;FIGUEROA ALCORTA, PRES. AV. 2300;FIGUEROA ALCORTA, PRES. AV.;2300;RECOLETA;COMUNA 2;1425;C1425CKO;-34.583019199953235;-58.39326278540908
468;TEMPLETE;1;MAMPOSTERIA Y MAYOLICA;VIRGEN DE LUJAN;;PLAZA DE LOS COLEGIALES;PLAZA DE LOS COLEGIALES;MATIENZO, BENJAMIN, TENIENTE 2901;MATIENZO, BENJAMIN, TENIENTE;2901;COLEGIALES;COMUNA 13;1426;C1426DBC;-34.57687995243623;-58.44380208284961
469;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. PROFESORA MARGARITA RAVIOLI;D.G.O.P.;AVDA DORREGO 2751 C CTRAL G BAR;AVDA DORREGO 2751 C CTRAL G BAR;DORREGO AV. 2751;DORREGO AV.;2751;PALERMO;COMUNA 14;1425;C1425GAE;-34.57437439417429;-58.432415526574054
470;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL DR.NICOLAS AVELLANEDA;D.G.O.P.;AVDAS BERRO E INT CASARES;AVDAS BERRO E INT CASARES;CASARES AV. Y BERRO, ADOLFO AV.;CASARES AV.;;PALERMO;COMUNA 14;;;-34.575251589586735;-58.40822028225976
471;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HLE. A RAFAEL ALBERTI;D.G.O.P.;JARDIN DE LOS POETAS;JARDIN DE LOS POETAS;ISABEL, INFANTA AV. 900;ISABEL, INFANTA AV.;900;PALERMO;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
472;BUSTO;1;CEMENTO PATINADO;GABINO EZEIZA;PACE, JOSE R.;PLAZA DE LOS MATADEROS;PLAZA DE LOS MATADEROS;DE LA TORRE, LISANDRO AV. Y TAPALQUE;DE LA TORRE, LISANDRO AV.;;MATADEROS;COMUNA 9;;;-34.657926055072814;-58.50578138092232
473;MASTIL;1;HIERRO Y MAMPOSTERIA;HOMENAJE A LA BANDERA;;PLAZA DE LOS MATADEROS;PLAZA DE LOS MATADEROS;DE LA TORRE, LISANDRO AV. Y TAPALQUE;DE LA TORRE, LISANDRO AV.;;MATADEROS;COMUNA 9;;;-34.657926055072814;-58.50578138092232
474;PLACA;1;CERAMICA;HJE. A GABINO EZEIZA;;PLAZA DE LOS MATADEROS;PLAZA DE LOS MATADEROS;DE LA TORRE, LISANDRO AV. Y TAPALQUE;DE LA TORRE, LISANDRO AV.;;MATADEROS;COMUNA 9;;;-34.657926055072814;-58.50578138092232
476;FUENTE CIRCULAR;1;FIBROCEMENTO;MOTIVO DECORATIVO;M.O.A.;PLAZA DE LOS MILAGROS;PLAZA DE LOS MILAGROS;;;;;;;;;
477;PLACA Y MONOLITO;1;BRONCE Y MARMOL;HJE. A GABRIEL OCAMPO;D.G.O.P.;AVDAS LIBERTADOR Y OCAMPO;AVDAS LIBERTADOR Y OCAMPO;DEL LIBERTADOR AV. Y ORTIZ DE OCAMPO;DEL LIBERTADOR AV.;;PALERMO;COMUNA 14;;;-34.581289628149186;-58.40367567640047
479;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A VICTIMAS TERRORISMO ESTADO;D.G.O.P.;CANTERO CENTRAL SANTA FRANCISCA J;CANTERO CENTRAL SANTA FRANCISCA J;;;;;;;;;
481;SURTIDORES (SAPOS);6;BRONCE;MOTIVO DECORATIVO;D.G.O.P.;PARQUE CHACABUCO;PARQUE CHACABUCO;PERON, EVA AV. 1410;PERON, EVA AV.;1410;PARQUE CHACABUCO;COMUNA 7;1406;C1406HMP;-34.632902763217736;-58.44476251965362
483;PLACA;1;MARMOL;HJE. DRA. NINAWA DAHER;;PLAZA DE LOS PERIODISTAS;PLAZA DE LOS PERIODISTAS;NAZCA AV. 900;NAZCA AV.;900;FLORES;COMUNA 7;1406;C1406AJU;-34.62231365012345;-58.473507224857585
484;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL DR. MARIANO CASTEX;D.O.M.;AV SAN PEDRITO Y C ALVAREZ;AV SAN PEDRITO Y C ALVAREZ;SAN PEDRITO Y ALVAREZ, CRISOSTOMO;SAN PEDRITO;;FLORES;COMUNA 7;;;-34.645707348802674;-58.45762147458242
486;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.AL DR.E.L.JAIMOVICH;;PLAZA DE LOS PERIODISTAS;PLAZA DE LOS PERIODISTAS;NAZCA AV. 900;NAZCA AV.;900;FLORES;COMUNA 7;1406;C1406AJU;-34.62231365012345;-58.473507224857585
487;MASTIL Y BASE;1;HIERRO Y MAMPOSTERIA;HJE. A LA BANDERA;D.O.M.;PZTA LATINOAMERICA;PZTA LATINOAMERICA;ACUÑA DE FIGUEROA, FRANCISCO 1601;ACUÑA DE FIGUEROA, FRANCISCO;1601;PALERMO;COMUNA 14;1180;C1180ABE;-34.5926748971065;-58.42082911930594
488;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A MARIO BONINO;;PLAZA DE LOS PERIODISTAS;PLAZA DE LOS PERIODISTAS;NAZCA AV. 900;NAZCA AV.;900;FLORES;COMUNA 7;1406;C1406AJU;-34.62231365012345;-58.473507224857585
489;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.O.M.;PZTA CARLOS VERGARA;PZTA CARLOS VERGARA;ALCORTA, AMANCIO AV. 1902;ALCORTA, AMANCIO AV.;1902;BARRACAS;COMUNA 4;1283;C1283AAS;-34.639302522471326;-58.388287425327185
490;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.O.M.;PZTA JOSE HERNANDEZ;PZTA JOSE HERNANDEZ;MONTES DE OCA, MANUEL AV. Y CRUZ, OSVALDO AV.;MONTES DE OCA, MANUEL AV.;;BARRACAS;COMUNA 4;;;-34.65117483819619;-58.37117997003411
492;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.O.M.;PZTA CIUDAD DE SALAMANCA;PZTA CIUDAD DE SALAMANCA;;;;;;;;;
497;FUENTE;1;MAMPOSTERIA;MOTIVO DECORATIVO;D.O.M.;AVDA F ALCORTA Y DORREGO;AVDA F ALCORTA Y DORREGO;FIGUEROA ALCORTA, PRES. AV. Y DORREGO AV.;FIGUEROA ALCORTA, PRES. AV.;;PALERMO;COMUNA 14;;;-34.565527514500815;-58.4198318345125
498;PLACA;1;BRONCE;HJE.A WILLIAM C. MORRIS;D.O.M.;PZTA WILLIAM C MORRIS;PZTA WILLIAM C MORRIS;GUATEMALA Y URIARTE;GUATEMALA;;PALERMO;COMUNA 14;;;-34.584187152276805;-58.42715533497295
500;MONUMENTO;1;BRONCE Y GRANITO;GRL. MANUEL BELGRANO;CARRIERE B. Y S. COLOMA;PLAZA DE MAYO;PLAZA DE MAYO;YRIGOYEN, HIPOLITO AV. 401;YRIGOYEN, HIPOLITO AV.;401;MONSERRAT;COMUNA 1;1086;C1086AAE;-34.6089262898865;-58.37215533392078
502;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL TERRITORIO NACIONAL;D.G.M.;PLAZA DE MAYO;PLAZA DE MAYO;YRIGOYEN, HIPOLITO AV. 401;YRIGOYEN, HIPOLITO AV.;401;MONSERRAT;COMUNA 1;1086;C1086AAE;-34.6089262898865;-58.37215533392078
503;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL . GRL. FRANCISCO BOSH;D.O.M.;PEDRO DE MENDOZA Y ALGARROBO;PEDRO DE MENDOZA Y ALGARROBO;;;;;;;;;
504;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL GRL. TORIBIO DE LUZURIAGA;D.O.M.;PZTA GRAL TORIBIO DE LUZURIAGA;PZTA GRAL TORIBIO DE LUZURIAGA;VELEZ SARSFIELD AV. Y LUZURIAGA;VELEZ SARSFIELD AV.;;BARRACAS;COMUNA 4;;;-34.63434982435296;-58.39033665999723
508;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 89;D.O.M.;PARQUE DEL CENTENARIO;PARQUE DEL CENTENARIO;GALLARDO, ANGEL AV. Y RIO DE JANEIRO;GALLARDO, ANGEL AV.;;VILLA CRESPO;COMUNA 15;;;-34.60266946756511;-58.43333704541429
510;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A PROVINCIA DE CATAMARCA;D.O.M.;CANTERO CENTRAL PROV DE CATAMARCA;CANTERO CENTRAL PROV DE CATAMARCA;LIMA Y HUMBERTO 1°;LIMA;;CONSTITUCION;COMUNA 1;;;-34.620950364914094;-58.38146199776196
511;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL GRL. MANUEL BELGRANO;D.G.O.M.;PLAZA DE MAYO;PLAZA DE MAYO;YRIGOYEN, HIPOLITO AV. 401;YRIGOYEN, HIPOLITO AV.;401;MONSERRAT;COMUNA 1;1086;C1086AAE;-34.6089262898865;-58.37215533392078
512;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 295;D.O.M.;PZTA CIUDAD DE SALAMANCA;PZTA CIUDAD DE SALAMANCA;ESPAÑA AV. Y LAFONE, QUEVEDO SAMUEL;ESPAÑA AV.;;BOCA;COMUNA 4;;;-34.62233466692757;-58.35461058593955
513;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 318;D.O.M.;PARQUE BALNEARIO SUR;PARQUE BALNEARIO SUR;PAZ, GRAL. AV. 16802;PAZ, GRAL. AV.;16802;VILLA RIACHUELO;COMUNA 8;1439;C1439HNO;-34.69801445074425;-58.46981073107586
514;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.O.M.;PZTA HUSARES DE PUEYRREDON;PZTA HUSARES DE PUEYRREDON;LAVAISSE, BENJAMIN J. 3802;LAVAISSE, BENJAMIN J.;3802;VILLA DEVOTO;COMUNA 11;1419;C1419BIB;-34.602315778172034;-58.512267133122634
515;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;D.O.M.;PZTA CARLOS DE LA PUA;PZTA CARLOS DE LA PUA;ARTIGAS, JOSE GERVASIO, GRAL. 3231;ARTIGAS, JOSE GERVASIO, GRAL.;3231;AGRONOMIA;COMUNA 15;1417;C1417DKI;-34.596132818044715;-58.48613359173248
516;PLACA Y MONOLITO;1;BRONCE;HJE.A CONSTANCIO VIGIL;D.O.M.;PZTA CONSTANCIO VIGIL;PZTA CONSTANCIO VIGIL;PUEYRREDON, HONORIO, DR. AV. Y SUNCHALES;PUEYRREDON, HONORIO, DR. AV.;;VILLA CRESPO;COMUNA 15;;;-34.59862851269342;-58.452989904144054
517;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE OBRA 71;D.O.M.;PLAZA DE MAYO;PLAZA DE MAYO;YRIGOYEN, HIPOLITO AV. 401;YRIGOYEN, HIPOLITO AV.;401;MONSERRAT;COMUNA 1;1086;C1086AAE;-34.6089262898865;-58.37215533392078
518;FUENTE CIRCULAR;4;MAMPOSTERIA;MOTIVO DECORATIVO;;PLAZA DE MAYO;PLAZA DE MAYO;YRIGOYEN, HIPOLITO AV. 401;YRIGOYEN, HIPOLITO AV.;401;MONSERRAT;COMUNA 1;1086;C1086AAE;-34.6089262898865;-58.37215533392078
519;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A BELISARIO ROLDAN;D.O.M.;ROSEDAL;ROSEDAL;ISABEL, INFANTA AV. 900;ISABEL, INFANTA AV.;900;PALERMO;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
520;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 110;D.O.M.;AVDAS DEL LIBERTADOR Y SARMIENTO;AVDAS DEL LIBERTADOR Y SARMIENTO;DEL LIBERTADOR AV. Y SARMIENTO AV.;DEL LIBERTADOR AV.;;PALERMO;COMUNA 14;;;-34.574977406222054;-58.41540605827809
521;PLACA;1;BRONCE;HJE. CAIDOS EN BATALLA DE TUCUMAN;;PLAZA DE MAYO;PLAZA DE MAYO;YRIGOYEN, HIPOLITO AV. 401;YRIGOYEN, HIPOLITO AV.;401;MONSERRAT;COMUNA 1;1086;C1086AAE;-34.6089262898865;-58.37215533392078
522;PLACA;1;BRONCE;HJE. CAIDOS EN BATALLA DE TUCUMAN;;PLAZA DE MAYO;PLAZA DE MAYO;YRIGOYEN, HIPOLITO AV. 401;YRIGOYEN, HIPOLITO AV.;401;MONSERRAT;COMUNA 1;1086;C1086AAE;-34.6089262898865;-58.37215533392078
523;PLACA;1;BRONCE;HJE. A PEREYRA LUCENA Y ARTIGAS;;PLAZA DE MAYO;PLAZA DE MAYO;YRIGOYEN, HIPOLITO AV. 401;YRIGOYEN, HIPOLITO AV.;401;MONSERRAT;COMUNA 1;1086;C1086AAE;-34.6089262898865;-58.37215533392078
524;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;ALUSION HECHOS;;PLAZA DE MAYO;PLAZA DE MAYO;YRIGOYEN, HIPOLITO AV. 401;YRIGOYEN, HIPOLITO AV.;401;MONSERRAT;COMUNA 1;1086;C1086AAE;-34.6089262898865;-58.37215533392078
525;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PARQUE;D.O.M.;PARQUE BENITO CARRASCO;PARQUE BENITO CARRASCO;OBLIGADO RAFAEL, AV.COSTANERA Y SALGUERO, JERONIMO;OBLIGADO RAFAEL, AV.COSTANERA;;PALERMO;COMUNA 14;;;-34.569346450640424;-58.40013258669092
527;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. PIRAMIDE DE MAYO;;PLAZA DE MAYO;PLAZA DE MAYO;YRIGOYEN, HIPOLITO AV. 401;YRIGOYEN, HIPOLITO AV.;401;MONSERRAT;COMUNA 1;1086;C1086AAE;-34.6089262898865;-58.37215533392078
531;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA N° 72;;PLAZA DE MAYO;PLAZA DE MAYO;YRIGOYEN, HIPOLITO AV. 401;YRIGOYEN, HIPOLITO AV.;401;MONSERRAT;COMUNA 1;1086;C1086AAE;-34.6089262898865;-58.37215533392078
